english,santhali_devanagari,source,verified
turnover,गुट आखरिञ,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
turpitude,1. चरित बाड़िच ् 2. लातार गाताक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
tutelage,मालिक 2. जोगाविच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
twin city,जाड़वा बाजार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
twin sharing basis,बारभागिया आधार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
type,छापा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typescript,टाइप प्रति,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typewriter,टाइपराइटर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typewriting,टाइपराइटिंग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typical,ओनका लेकानाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typing,टाइपिंग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typing machine,टाइपिंग मिसिन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typing pool,टाइपिंग पुल,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
typographical error,1. छापा भुल 2. भुल छापा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ulterior motive,उकू उइहार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimate,1. मुचात 2. बोदोलते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimate consignee,मच ु ात ् माल ञामिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimate cost,मुचात ् खोरोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimate goal,मुचात ् जोस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimately,मुचात ् रे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimately objective,मच ु ात रे नाः जोस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimatum,मुचात ् चेताव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultimo,चालाव चाँदो रे नाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ultravires,दाड़ेबाहरे,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
umpire,1. तालामालायिच ् 2. रे फरी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unacceptable,बाङहें सारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unaccompanied baggage,बाङसाहोबाः बेग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unaided,बेगोर गोड़ोते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unambiguous,बाङगातेयाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unanimity,1. सानामहें सारीते 2. बेबिबादते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unanimous,1. मितध ्‌ ावते 2. मितमोतते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unanimous decision,मितम ्‌ ोतते गोटे ल ठावका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unassuming,1. सीध सादा 2. दायाते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unattached,1. बाङजोदे दाः 2. काङजोड़वाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unauthorized,1. बाङभेजावाः 2. बेगोर हें सारीते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unavoidable,अपबरिहार्य,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unavoidable circumstances,अपरिहार्य परिस्थिती ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unavoidable delay,अपरिहार्य दे री ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unbecoming,बाङसोभावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncashed,बेगोर खुचरावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncertain,1. बेठावका 2. टाटका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unclaimed,1. लावारिस 2. बाल्टा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unclaimed baggage,लावारिस सामान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unclassified,1. बेगोरहाटिञा 2. बाङहाटिञाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncommitted,1. बाङआकोटाः 2. बाङरोड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncommon,1. बाङआलगावा 2. बाहसोमाना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncompromising,1. बाङमिमांसावाः बिरोध,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unconditional,बिनासोरतोते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unconfirmed,बिनापुस्टावते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unconfirmed report,बिनापुस्टाव खोबोर,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
unconstitutional,असंवध ै ानिक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncontested,1. बेगोर हे टाबादी 2. बिनाविरोदते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncontrolled,1. बेगोरआकोट 2. बाघआटकव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncorroborated,बाङपुसटाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
uncovered demand,बाङपरु ाव दाबी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
undated,1. बाङमाहिताः बिना माहिताः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
undelivered letter,बाङ हाटिञाः चिठी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
under,अधीन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
under-age,कोम बोयोस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
under assessment,कोम निर्धारण,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
